Commit-Ensure sufficient funding for implementation,1
"Commit-A5. Redirects budget allocations for citywide policies, program areas, or multi-agency initiatives based in part on their measurable impact (i.e.,moving funds away from ineffective policies or programs and towards programs that demonstrate better results)",1
"Commit-The city's STAT program or other high-visibility, data-driven, decision-making venue has existed for more than one political administration.",1
Commit-The city has a strategic plan which explicitly includes language about leveraging data to make decisions as an organization.,1
Commit-The city has an ordinance passed by city council on Open Data.,1
Commit-Reference and build on existing public accountability and access policies,1
Commit-Stipulate that provisions apply to contractors or quasi-governmental agencies,1
Commit-Create guidance or other binding regulations for implementation,1
Commit-Mandate future review for potential changes to this policy,1
Commit-The city has an executive order signed by the chief executive on Open Data.,1
Commit-C9. Has an Open Data policy,1
Commit-The city has an Executive order establishing a STAT or STAT-like program,1
Commit-The city's legislative branch has passed a resolution or ordinance establishing performance management requirements for the city.,1
"Commit-The city has engaged in demonstrable efforts (i.e. focus groups, consulting reviews, surveys) to understand its own culture.",1
Commit-The city has explicitely referenced a desire to change or shape its own culture toward one more adept with data and analysis.,1
"Commit-City employees are evaluated using a tool or framework which connects their own performance to that of their respective programs, departments, and the city writ large.",1
Commit-City employees are routinely recognized for their contributions to improving government.,1
"Commit-The city leverages multiple channels to engage its employees (listening sessions, internal communications, feedback sessions, high participation rates in activities)",1
Commit-Awareness and use of the open data portal is fostered within agencies/departments,1
Commit-C6. Involves internal stakeholders in goal setting,1
Commit-The city captures its own best practices and communicates about them.,1
Commit-Open data success stories are routinely shared with the media and on social media,1
"Commit-New, recently updated, or important datasets are routinely highlighted",1
"Commit-Stories, links to stories, or links to work done based upon open data are routinely provided",1
Commit-The city actively pushes its own example of data-driven practices to the press/media.,1
"Commit-City leaders routinely reference public data in press releases, interviews, presentations or public speeches",1
Commit-C1. The mayor or chief executive cites data when speaking publicly about progress towards city goals,1
"Commit-A6. In public remarks (or public materials), the mayor or chief executive explains how any change in funding between vendors or programs was driven by data and evidence",1
Commit-The city either directly provides or dedicates budget resources for purchasing employee training on data/analytics.,1
"Commit-The city has a mechanism to assess the mathematical, statistical, and computer science capabilities of its own workforce.",1
"Measure-The city has selected specific performance measures as ""Key Performance Indicators"" to highlight and visit on a routine basis.",1
"Measure-C5. Has assigned targets, metrics, and a timeframe to measure progress toward the achievement of at least one publicly stated strategic goal",1
"Measure-The city leverages a ""family of measures"" to monitor the progress toward each goal statement",1
"Measure-M1. Collects key output indicators (outputs are interim data points that indicate progress towards a city priority or goal; e.g., number of trees planted in city fiscal year)",1
"Measure-M2. Collects key outcome indicators (outcomes are final data points that indicate concrete progress made towards a city priority or goal; e.g., reduction in unemployment rate; previously unemployed maintain jobs for 12 months)",1
Measure-The city has conducted (and publsihed) a complete data inventory.,1
"Measure-Create a public, comprehensive list of all information holdings",1
Measure-The data inventory is routinely reviewed and public data releases are prioritized,1
Measure-Optimize methods of data collection,1
Measure-Data is kept up-to-date without human interaction (re: Sunlight #22),1
"Measure-The city routinely leverages data from external stakeholders (E.g. school districts, utilities, counties, states, feds) to enhance the quality of its own analysis.",1
Measure-The city demonstrates the in-house ability to leverage open source data through APIs to enhance the quality of its analysis.,1
Measure-,1
Measure-Publish bulk data,1
Measure-Charge data-creating agencies with recommending an appropriate citation form,1
Measure-Require publishing metadata,1
Measure-Metadata is compatible with project-open-data / DCAT (re: Sunlight #13),1
Measure-References to 3rd party specifications (e.g. civic data standards) are included if relevant,1
Measure-M9. Has an Open Data portal,1
Measure-The web site provides a useful search feature (re: Sunlight #18),1
Measure-The web site provides a data.json feed (re: Sunlight #18),1
Measure-A one-stop data discovery mechanism exists when the jurisdiction operates multiple open data sites (re: Sunlight #18),1
Measure-Value-level metadata is available and maintained (re: Sunlight #13),1
Measure-Column-level metadata is available and maintained (re: Sunlight #13),1
"Measure-This mechanism also includes parent jurisdiction data such as county, state, and federal (see Sunlight #18)",1
Measure-Mandate data be explicitly license-free,1
Measure-The city has published a management strategy for Open Data,1
Measure-The city demonstrates the ability to properly deal with sensitive data using the right security and protection procedures.,1
Measure-The city has established data governance to manage data as an enterprise asset and designated participants routinely attend,1
Measure-Governance body meets at least once a month,1
"Measure-M10. Has a structured process for releasing data as part of an Open Data program (e.g., defined roles and responsibilities, governance plan, and/or governance committee)",1
Measure-The city routinely compares its current performance to past performance.,1
Measure-The city routine compares its current and past performance to that of other comparable jurisdictions.,1
Measure-TS3. Measures and compares performance in core areas against external benchmarks,1
Measure-The city leverages existing (or publishes its own) data standards for the enterprise.,1
Measure-Mandate data formats for maximal technical access.,1
Measure-Provide comprehensive and appropriate formats for varied uses,1
"Measure-Implementation Guidance (Sunlight #24) defines standards for common data elements to keep them consistent across different datasets (e.g. addresses, date formats, geospatial projections)",1
Measure-Civic data specifications are used (if they exist) (similar to Sunlight #8),1
"Act-The city demonstrates that city contracts are routinely evaluated based on performance, and that adverse contracting actions result from underperformance.",1
"Act-M4. Identifies goals for key procurements (including grants and contracts), specifies measurable outcomes, and aligns procurement strategy, including the selection of competition strategy, contract structure, and requirements, with goals (goals should describe what the city is seeking to accomplish through the procurement and why the city needs to purchase the good or service)",1
"Act-M5. Contracts include performance incentives (e.g., selecting the right contract structure, providing rewards for good performance, reducing payment for underperformance, shrinking future contracts)",1
"Act-M6. Has systems in place to measure outcomes, impacts, and/or cost effectiveness of key procurements",1
Act-TS6. Monitors outcomes specified in contracts,1
Act-TS7. Reviews outcome data specified in contracts with contractors during the contract term,1
"Act-TS8. At the end of a contract term, systematically reviews and assesses contractor performance",1
"Act-TS9. Compares relative performance across service providers (i.e., agency staff reviews performance of all vendors for a particular service)",1
"Act-A2. Uses performance data to manage ongoing contracts, including detecting issues in real-time and implementing mid-course corrections as needed",1
Act-A3. Makes contracting decisions based with consideration of past performance of vendor(s),1
"Act-The city routinely leverages external stakeholders (CFA brigades, coalitions, advocates) for co-problem solving.",1
Act-Incorporate public perspectives into policy implementation,1
Act-Create or explore potential partnerships,1
Act-Agency/department representatives discuss available data with industry/domain representatives (re: Sunlight #30),1
"Act-City representatives regularly attend local ""civic hacker"" meetings (CfA Brigades, etc)",1
Act-The jurisdiction actively participates in the development & evolution of civic data specifications,1
Act-C7. Involves external stakeholders in goal setting,1
"Act-TS5. Collaborates with researchers (e.g., university partners or research firms) to design or conduct empirical assessments of programs/service delivery",1
"Act-A7. Actively and successfully facilitates the creative and valuable use of data by residents and entrepreneurs (e.g., public events, prizes, competitions, hackathons, developing apps for the public)",1
"Act-The city can cite at least three examples of implementing a program or service change based on a ""best practice"" in another jurisdiction.",1
Act-The city can cite at least one example of NOT trying something because it was deemed a bad or ineffective practice in another jurisdiction.,1
"Act-The city can cite at least three examples of stopping a program or service that, based on analysis of evidence, was not working.",1
Act-The city can cite at least one example of trying an unprecedented action based on a belief it might work and and absence of evidence it wouldn't work.,1
Act-The city makes resource decisions which are based on precise calculations and derived from thorough analysis.,1
Act-The city can cite three examples of adjusting previous decisions based on new data and analysis (taking stock).,1
Act-Web site and dataset usage statistics are routinely reviewed to aid in prioritization,1
Act-A1. Modifies the delivery of existing programs based on the review of their results in performance management meetings or through a benchmarking analysis,1
Act-A4. Modifies the delivery of existing programs (contracted or agency administered) based on evaluation results,1
"Take Stock-The city has job descriptions which explicitly list data science skillsets in mathematics, statistics, computer science, communications, and general critical thinking.",1
Take Stock-The city has speciic job descriptions for a STAT Director and/or STAT analysts.,1
Take Stock-The city has speciic job descriptions for an Open Data Director and/or Open Data analysts.,1
Take Stock-The city proactively lists data and analytics-related job postings with organizations that have relevant expertise and broad reach into top talent.,1
Take Stock-The city has a Chief Data Officer or has a specific job descriptions for a Chief Data Officer.,1
Take Stock-Create or appoint oversight authority,1
Take Stock-The city has an Open Data Program Manager or has a specific job descriptions for an Open Data Program Manager.,1
Take Stock-M11. Has designated a person or team responsible for Open Data,1
"Take Stock-The city has more than one person advancing the practices of data, analytics, and performance management internally.",1
"Take Stock-M13. Has staff dedicated to data analysis (e.g., data analytics staff, performance management staff, evaluation staff, Chief Data Officer, etc.)",1
Take Stock-The city demonstrates the ability to retain data analysts for longer than two years.,1
Take Stock-The city has created an informal network of analysts from an existing pool of talent across the city.,1
"Take Stock-The city has designated open data, data governance, performance management, or analytics coordinators across the government.",1
Take Stock-Every agency/department has designated an open data liaison,1
Take Stock-The city publishes its performance data on an interactive virtual platform.,1
"Take Stock-The city enables the utilization of (i.e. Stata, SPSS, R, Matlab, Minitab, SAS) by employees.",1
"Take Stock-The city enables the utilization of GIS software (i.e. AutoCAD, Esri, Mapinfo, etc) by employees.",1
"Take Stock-The city enables the utilization of data visualization software (i.e. Tableau, Qlikview, Socrata, R) by employees.",1
"Take Stock-The city enables the utilization of data management software (e.g. Access, MySQL, Hadoop, NoSQL) for employees.",1
"Take Stock-The city enables the utilization of data exploration software (e.g. Excel, MySQL, R, Tableau, Pentaho) for employees.",1
"Take Stock-The city enables employees to conduct data analysis using computer programming through Java, R, Python, C, etc.",1
"Take Stock-Analysts in the city report being given very specific questions to answer BEFORE they are expected to conduct analysis,",1
Take Stock-Analysts report having the freedom and security to elevate or suggest questions worth answering to city leadership.,1
"Take Stock-TS1. Has a designated process for conducting analysis, prep, and follow-up for each Stat or performance management meeting",1
Take Stock-Analysts report a significant portion of their project time is dedicated to data hygiene prior to analysis being conducted.,1
Take Stock-Mandate the use of unique identifiers,1
Take Stock-Create processes to ensure data quality,1
Take Stock-Implementation guidance (Sunlight #24) includes a framework for data quality,1
Take Stock-The city has more than one individual on an enterprise analytics/STAT/Open Data team who is adept at more than two DBM tools.,1
Take Stock-Mandate ongoing data publication and updates,1
Take Stock-The city has published protocols and training for managing PII and other sensitive information in accordance with security guidelines.,1
Take Stock-Appropriately safeguard sensitive information,1
Take Stock-A risk management plan exists,1
"Take Stock-The city demonstrates the ability or intention to transition its data to cloud-based storage, and out of legacy systems.",1
"Take Stock-The city published descriptive statistics wherever data is presented (reports, dashboards, websites)",1
Take Stock-TS4. Uses a range of evaluation methods to test the impact of programs,1
Take Stock-The city leverages inferential statistics to drive its understanding of issues affecting broader city populations (e.g. disease transmission).,1
Take Stock-The city leverages inferential statistics to develop predictive models for at least one service area.,1
Take Stock-The city employees at least two employees (outside the IT department) who are adept in multiple computer programming languages.,1
"Take Stock-The city routinely uses basic counting, ratios, and percent changes to understand changes in program performance.",1
"Take Stock-The city publishes its analysis and underlying methodology to its own employees and/or the public through Github, Sharepoint, or an internal tool",1
Take Stock-Require publishing data creation processes,1
Take Stock-Require code sharing or publishing open source,1
Take Stock-The city has multiple GIS Specialists on staff and leverages them for spatial and non-spatial analysis at the enterprise level (i.e. not limited to,1
"Take Stock-The city treats qualitative information as data and uses text mining analysis to derive insights from PDF reports, etc.",1
Take Stock-Require digitization and distribution of archival materials,1
Take Stock-The city practices 508-compliance-like standards to make content accessible to those with disabilities.,1
Take Stock-Remove restrictions for accessing information,1
Take Stock-Create public APIs for accessing information,1
"Take Stock-Create permanent, lasting access to data",1
Take Stock-The city has published data visualizations which are intuitive and well designed.,1
"Take Stock-The analysis produced by a city is easily understandable and clearly presented, not jumbled with all possible facts.",1
Take Stock-The maps published by cities have context provided with them.,1
Take Stock-Presentations given by city officials tell a clear and compelling story about how data is used to add value.,1
"Take Stock-Executives in the city report satisfaction with the quality of briefings provided by analytical staff,",1
Take Stock-The city routinely communicates with employees about the importance of data and analysis in their work.,1
Take Stock-The city routinely provides data and analysis to elected officials during committee hearings.,1
"Take Stock-The city communicates with the public, through multiple channels, about data and analysis relevant to their lives.",1
Take Stock-Proactively release government information online,1
Take Stock-Create a central location devoted to data publication and policy,1
Take Stock-Incorporate public perspectives into policy implementation��� The launch of the open data website has been publicly announced,1
Take Stock-Social media is routinely used to engage the public in conversations about open data,1
"Take Stock-Links to the open data portal(s) are prominently included on the jurisdiction's web site(s) (header, footer, or navigation)",1
Take Stock-City representatives who attend locally-organized events direct the public to the open data portal when appropriate,1
Take Stock-A means is provided for the public to request data,1
Take Stock-A means is provided for the public to provide feedback on published data,1
Take Stock-The jurisdiction is listed as a provider on the civic data specification's website,1
"Take Stock-M7. Publicly releases data that is descriptive of core city services or related to city goals (i.e., data that is useful to the public)",1
"Take Stock-M8. Has a mechanism for releasing data to the public (e.g., resource page on city website)",1
"Take Stock-M12. Publicly releases data that is responsive to residents��� requests (i.e., there is a clear relationship between the data released and residents��� requests)",1
"Take Stock-TS2. Shares key data, findings, and decisions from performance management meetings with the public",1
